,date,content,n_repost,n_like,n_comment,id,city,influency
68517,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周##刘雨昕DIOR迪奥巴黎时装周##迪奥品牌大使刘雨昕##刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀# 
 自己玩的呀~不互的啦 
 popping女王刘雨昕 
 厚积薄发，十年磨剑，不管在怎样的情境中，刘雨昕总是保持着一颗大自然般纯粹的赤子之心，坚持自己的信念，积 ​​​",2,1,6,永琪wkwk, 中国香港,9
68663,2024-03-01,互关爱看 ​​​,0,1,8,恋猫厨, 中国香港,9
56923,2024-03-31,"#周深[超话]##周深新歌蜃楼# 
好喜歡蜃樓 頂级製作 宝的演譯太精彩 歌詞很有意思 不同的人会有自己的体会和思考 它的鼓真的很好听 
全曲细節很豐富 不斷循環都不会悶的歌 要細品 ​​​",0,9,0,深深_我是太陽粉, 中国香港,9
29117,2024-03-30,"#李准基[超话]#20240330ig 
See you soooon 봄,Again ​​​",0,9,0,一生之约準我爱你, 中国香港,9
31307,2024-03-30,"🇭🇰😄🥶🤔

带个IP先 ​​​",0,6,3,Kalmyour, 中国香港,9
25689,2024-03-31,"2024-03-31总结
①纪凌尘认为因为跟阚清子分手导致他现在糊 http://t.cn/A6TV9z6S
②在人间，官宣 http://t.cn/A6TV9ZcL
③杨超越工作室告了ab粉丝 ​ http://t.cn/A6TV9qNc
④仙剑1定档0402，女主文案惹争议 http://t.cn/A6TV9Mth
⑤高叶张鲁一和白敬亭主演的 《正当防卫》剧组疑似拖欠不给群演结工资 ​​​",1,7,1,吃瓜游泳的小兔纸, 中国香港,9
25898,2024-03-31,"我想你！
你说下次啥时候见捏[发芽] ​​​",0,4,5,9noi-, 中国香港,9
31959,2024-03-30,#GOT7[超话]# 时隔七年我终于来打卡了[抓狂] ​​​,0,9,0,COOOKIES_J, 中国香港,9
37947,2024-03-01,"#华晨宇2024向阳而生# hcy#2024华晨宇火星演唱会#
【3.1】
心有光芒，必有远方！ 2024，愿您踏上新征途，追寻生命的光芒！ 2024也要和@华晨宇yu 一起继续爱世界， 创造各种美好🌸

愛要大声告訴他。[心][心][心]
我爱你哟‼️我每天都愛你华晨宇 🐖📢~~~~~~~~ ​​​",0,4,5,Maisy5yu, 中国香港,9
88932,2024-03-01,"#每日一善[超话]##阳光信用##阳光信用[超话]##每日‬一善# 

生活只需要擁有一份恬淡的心情、一份悠然自得的心態、一切隨緣、隨心、隨意、就是簡單細緻的人生態度。 ​​​",0,5,4,紫哈哈清哈哈, 中国香港,9
30382,2024-03-31,"#华晨宇2024向阳而生#hcy#2024华晨宇火星演唱会# 
你记得我最纯净的轮廓~
握住小小风车和放肆的梦~
你小心 保管我 不思议的念头~
秘密从不会对谁泄露~
《风之海》

. photo cr. logo/www
@华晨宇yu ​​​",0,4,5,小守shou, 中国香港,9
120247,2024-03-31,@MBTI小行家  根据我发的微博，判断我的MBTI ​​​,0,1,8,原子弹_夜间飞行, 中国香港,9
143610,2024-03-30,我宝还挺长情的[偷笑]//@囧茬_PLX:看看还是同一只小风扇吗[太開心][太開心][太開心]【这么一比骏骏好拉风[喵喵],2,2,5,囧茬_PLX, 中国香港,9
92877,2024-03-01,"给🐑送了个龟壳…不愧是你…
说真的我也想要啊啊啊啊，看起来就好舒服的样子 ​​​",0,7,2,沉溺_永无岛, 中国香港,9
56185,2024-03-01,最後談成員時，前面形容正門是溫厚誰都不會討厭的人；理查是溫柔不會什麼都直說；島健是少年JUMP的主人公很純粹但同時是很熱血的leader，但是，怎麼說到弟弟就畫風一轉，說他頭髮很漂亮，期待第一次染髮[费解]//@Violet-cat_菫:好美，指甲好好看（孩子不要把肚子露出來，會冷,1,5,3,Violet-cat_菫, 中国香港,9
28263,2024-03-01,"Heartbeat Drum~

cr: Puju_IT http://t.cn/A6YH68YH ​​​",2,7,0,back2yu31, 中国香港,9
6940,2024-03-01,#CV南9_是9不是娇[超话]#  恭喜娇娇拿到三月的第一个小时榜第一☝️ ​,0,7,2,-雲熹-, 中国香港,9
82452,2024-03-01,🥺//@冷饭炒菜人:血管心脏的形容好绝[悲伤],1,8,0,草莓草莓草草莓_, 中国香港,9
91020,2024-03-01,"240229 MS签售
🥛：姐姐 我今天看起来怎么样😉
🐹：今天嘛？很漂亮～☺️

事实证明人只要不要脸 就能收获满满幸福🥰 
- http://t.cn/A6YHamiA ​​​",0,5,4,草莓麻薯奶盖茶, 中国香港,9
37426,2024-03-01,#阿久津仁爱[超话]#240229转推辻本将平X 稽古おつかれさまでした！ にちかとしおん 2人とも本当に元気でいつも稽古場を走り回ってます！  #舞台ハンター  (圆圆的一颗) ​,0,9,0,-茉莉半茶-, 中国香港,9
31041,2024-03-30,2024 连着三天对着三块小蛋糕许了愿 三月快乐！ http://t.cn/RIhnXC5 ​​​,0,6,2,KUMA-magnet, 中国香港,8
30646,2024-03-31,兄弟[裂开][裂开][裂开][裂开][允悲][允悲][允悲][允悲][允悲] ​​​,0,5,3,_koiyume31, 中国香港,8
67967,2024-03-01,#肖战[超话]# 巨星肖战 星光🌟燦爛 順利平安 衝上雲霄 踏上頂峯 @X玖少年团肖战DAYTOY ​​​,1,3,4,Liza向陽而生滙聚光點, 中国香港,8
90401,2024-03-01,3月你好,0,8,0,草莓草莓草草莓_, 中国香港,8
90103,2024-03-01,“我要在这里将你打倒，然后便去。” 姐们儿要和负面情绪勇敢战斗[苦涩][开学季][拳头] ​,0,4,4,LH_aitite, 中国香港,8
28776,2024-03-30,🇲🇴  ​​​,0,8,0,爱摸鱼的tinyW, 中国香港,8
74893,2024-03-31,破案了，是和Drive my car 的韓國叔叔去的[笑cry][笑cry] http://t.cn/A6TVaPAG //@Sarah_okdmskholic:重點是！！！和誰去的！！[可怜],0,6,2,Sarah_okdmskholic, 中国香港,8
68161,2024-03-01,"#亞洲小姐#「仁美清叙慈善機構」春茗晚宴2024🎉🧧凝聚一眾師姐師妹做慈善公益活動幫助有需要的人👏🏻💪🏼😍🩷🌸🌺@羅霖CandyLo-CN 

#罗霖的vlog##罗霖##罗霖[超话]##罗霖##分享##ins##candylo罗霖##candylo罗霖[超话]##仁美清叙##仁美清叙2024春茗晚宴##慈善机构##非常熱鬧# ​​​",2,5,1,羅霖candylo香港網站專頁, 中国香港,8
31901,2024-03-30,"#KinKrit[超话]#See yaa next time～
香港场好值
刚出门就遇到企鹅，拿了好多应援，超幸福
要再来再来！ ​​​",0,3,5,紫菜绿豆糕, 中国香港,8
30363,2024-03-31,"#华晨宇2024向阳而生#hcy#2024华晨宇火星演唱会# 
我生活的世界~
多么虚幻~多么无聊~多么荒唐~
想飞出这章节~
重新再铺垫~
重新书写~全新的我~
《逃离乌托邦》

. photo cr. logo/www
@华晨宇yu ​​​",0,3,5,小守shou, 中国香港,8
90069,2024-03-01,"#此沙[超话]# 沙沙細佬，買餸煮飯係咪煮埋我嗰份㗎，幾時再嚟香港拍戲，留幾個月，雖然見唔到，都喺同一城市都好開心
#此沙# ​​​",0,5,3,藍lan-Chan, 中国香港,8
4773,2024-03-01,有声音了 ​​​,3,5,0,萨卡萨卡班甲鱼鱼-, 中国香港,8
82388,2024-03-01,下一個二月二十九日，能否和心愛的人去看一場演唱會 ​​​,0,4,4,全球华人的主菜, 中国香港,8
2517,2024-03-01,#辛甘秦愿cp[超话]# 三月份旗开得胜～～ ​​​,0,3,5,河豚鹿, 中国香港,8
31913,2024-03-31,超可爱的小新黑糖珍珠舒芙蕾😍  http://t.cn/A6TVpxrd ​​​,0,4,4,大白鲨Nicky, 中国香港,8
89309,2024-03-01,#华晨宇2024向阳而生# 摘一片云朵  踏在脚下看日落，你在云的那头 掀起 一阵阵幻想推着我走@华晨宇yu ​​​,1,2,5,寻覓紅色流星kk, 中国香港,8
56166,2024-03-01,共賞共賞 # 鼻子合集,7,1,0,I_AM_59754, 中国香港,8
85021,2024-03-01,"#允采[超话]# 240229 LE SSERAFIM 3rd Mini Album 'EASY' MV Shoot Sketch

purinz cut ​​​ http://t.cn/A6YHX9hs http://t.cn/A6YHX97v http://t.cn/A6YHX97h http://t.cn/A6YHX977",1,6,1,蝶骨渡春, 中国香港,8
51515,2024-03-01,"#每日一善[超话]##阳光信用##每日‎一善# 

像三月的风扑击明亮的草垛，春天在每个夜晚数她的花朵。 ​​​",0,3,5,1個遠程哲返, 中国香港,8
54469,2024-03-01,"#陈艾[超话]# 
想问问大家
椰小鸡这个店
是不是海南才有[思考]（图二是我在美团搜到的 ​​​",0,5,3,Lucie_Rann, 中国香港,8
89931,2024-03-01,"#每日一善[超话]# 🌹#阳光信用# 🌹#每日一善# 

感恩不是单纯的品德，而是鲜活的气场，是清纯的能量，是立体全息的吸引，是同频共振，是吸引力法则的精髓所在。赠人玫瑰，手留余香。每天怀好心，说好话，办好事，日行一善，力所能及地去帮助身边需要帮助的人。 ​​​",0,3,5,来杯雪碧冰, 中国香港,8
15732,2024-03-01,"传奇！✨

#皇马##halamadrid# ​​​",0,6,2,皇马球迷语录, 中国香港,8
54849,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周#｜#刘雨昕DIOR迪奥巴黎时装周#｜#迪奥品牌大使刘雨昕#｜#迪奥二零二四秋冬成衣秀#｜#巴黎时装周#｜#刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀#  
 自己玩的呀~不互的啦 
 华语数字音乐销量TOP1️⃣女歌手刘雨昕 
请相信自己的力量，因为你不知道谁会因为 ​​​",2,0,6,kEi_ML, 中国香港,8
70156,2024-03-30,🚗🎡🏝️oO  ​​​,0,3,4,用户jdjbdvd2739376, 中国香港,7
12389,2024-03-01,米米们！下一个，再下一个，再下下一个...... 2.29，我们都会跟深深@卡布叻_周深 在一起。,1,5,1,周深香港生米鋪, 中国香港,7
13124,2024-03-01,留牌子，赐香囊。,2,4,1,乾达婆与紧那罗, 中国香港,7
15848,2024-03-01,你們都有了自己的中國原創音樂劇,1,5,1,你怎么写晴天, 中国香港,7
15650,2024-03-01,"#每日一善[超话]# 🌱#每日一善# 🌱#阳光信用#
人人存善念，并能日行一善，则个人、家庭、社会一定安乐祥和。这世上，有时笑笑人家，有时给别人笑笑自己，放轻松，给自己快乐，也给别人快乐。同学丢一张纸屑—那是制造恶业；我们捡起一张纸屑—这是累积善业。@麻辣快乐脆脆鸭 @兜里消失的金币  ​​​",0,3,4,奶酪芝士软熊, 中国香港,7
99232,2024-03-01,闪现1下 ​​​,0,5,2,张德美是大好人, 中国香港,7
15185,2024-03-01,"粵劇《毛澤東》以中國傳統粵劇演活近代史的人物，
今次更是破例足本公演！把握機會感受新光千人戲院的氣勢！
2月27日公開售票！
公演日期：4月12-14日 ​​​",1,3,3,玄學大師李居明, 中国香港,7
93101,2024-03-01,过完2月才感觉新的一年开始了，今年我要踏实勇敢地生活。 ​​​,0,1,6,甜橙岛404, 中国香港,7
82956,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周##刘雨昕DIOR迪奥巴黎时装周##迪奥品牌大使刘雨昕##刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀# 
 自我發瘋專用的，不用hui的呀! 
 刘雨昕新生代中坚力量 
未来，一起逆风起飞吧。 🐮
 全能唱跳歌手刘雨昕 cr.恨不造其微 http://t.cn/A69C0WOp 
刘雨昕 ​​​",2,0,5,cAc5320, 中国香港,7
44432,2024-03-01,#摩登兄弟[超话]#捕捉到你啦，隔空给你爱的抱抱~ @摩登兄弟刘宇宁 ​​​,0,4,3,赤松叶锦鲤, 中国香港,7
84744,2024-03-01,三月快乐 平安顺遂 ​​​,0,1,6,_春信夏至, 中国香港,7
82779,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周##刘雨昕DIOR迪奥巴黎时装周##迪奥品牌大使刘雨昕##刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀# 
 自言自語ing，不用理我 
 风格多变刘雨昕 
好喜欢好喜欢你，就像天气预报说明天有雨，我都能听成明天有你。 ☔
节奏病 南京day2竖屏 cr. XOXO·刘雨昕  ​​​",2,0,5,木子Ha夏, 中国香港,7
14749,2024-03-01,#原创音乐制作人蔡徐坤#[心]#蔡徐坤新专辑迷#   你就是我的那束光，  我会永远对你心动！[心][心]  晚安啦，坤坤！[月亮][月亮] #蔡徐坤[超话]#  @蔡徐坤  #RIDE OR DIE至死不渝-蔡徐坤[音乐]# ​,0,1,6,李詠琪kiki, 中国香港,7
89328,2024-03-01,"op: ""you still remember jinsoul?""
yves: yes 🤨😡 my member... 
http://t.cn/A6YHSn1d ​​​",0,7,0,EnDyMion_ln, 中国香港,7
29499,2024-03-31,這[笑cry]對話就是一寶寶,0,7,0,Yankie_C, 中国香港,7
120308,2024-03-30,“喺我，如果有多一张船票，你会唔会同我一齐走?” ​​​,0,6,1,陸北北北北北_, 中国香港,7
89147,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周##刘雨昕DIOR迪奥巴黎时装周##迪奥品牌大使刘雨昕##刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀# 
 自🍎的啦，💙，不hui的呀❌ 
 全能唱跳歌手刘雨昕 
那些看似不起波澜的日复一日，会突然某一天让人看到坚持的意义。 ☂️
BiuBiu 仙那度广州站 cr. 暮 ​​​",2,0,5,卡丁妹ya, 中国香港,7
55770,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周#｜#刘雨昕DIOR迪奥巴黎时装周#｜#迪奥品牌大使刘雨昕#｜#迪奥二零二四秋冬成衣秀#｜#巴黎时装周#｜#刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀#  
 自🍎的啦，💙，不hui的呀❌ 
 内娱第一唱跳女歌手刘雨昕 
 如果大雨落下，就把它穿在身上然後繼續飛 ​​​",2,0,5,yinyin_ML, 中国香港,7
7119,2024-03-01,"#向全世界安利茅子俊# ‖#茅子俊恨君不似江楼月#  

💚恨君不似江楼月只有相随无别离💚

江月楼带着他的爱猫来咯[亲亲]
小白很有灵性
懂得演戏走位配合江科长的台词呢[酷]

@茅子俊 
💌我怀疑你有吸猫吸狗的体质，因为小动物最会感应谁善良有爱[彩虹屁]
💌下次直播敢与小苋菜一起吗？[喵喵]她 ​​​",0,5,2,海中飄蕩的小島, 中国香港,7
37950,2024-03-01,"#贺峻霖[超话]# 3.01💚
#贺峻霖2024 霖声漫漫扬四海# hjl#贺峻霖 二代唯一all绿#生活需要烟火，也需要静静的美好，不用刻意的去迎合，有趣的人会相互迎合。@时代少年团-贺峻霖 

每个点进浏//览15s
http://t.cn/A6NmdYfo
http://t.cn/A6WETTGV
http://t.cn/A6WEHbmN
http://t.cn/A6NuGtsl
 ​​​",0,1,6,RedRope_贺峻霖的红绳总站, 中国香港,7
11844,2024-03-01,#zeenew[超话]#   ✅Hia ✅P'Bee ✅️Teerak ✅️ 贝宝 ✅️ 鲸鱼 ✅️ 肉肉滴 ✅️ Ter ✅️ Faen ✅️ 最特别的人  #zeenunew# ​,0,7,0,_柒贰玖呀, 中国香港,7
81748,2024-03-30,劳动经济学我恨你，现在是打开手机给自己放兔曲都拯救不了精神状态的程度。谁告诉我推的这门课[挖土][挖土][挖土]把你们挖坑埋了[泪]。。 ​​​,0,2,5,地球一级睡眠工程师, 中国香港,7
77403,2024-03-01,3月了，信女许愿🙏 ​​​,0,2,5,法斯宾超, 中国香港,7
91398,2024-03-30,这家米线将称霸hk美食届[允悲][允悲][允悲]我像饿了三天一样哐哐一顿吃[允悲][允悲][允悲]  ​​​,0,1,6,甜甜圈要少吃, 中国香港,7
29030,2024-03-30,到达  ​​​,0,5,2,IIIIInsipid, 中国香港,7
84653,2024-03-01,"#王一博[超话]##正能量艺人王一博# 王一博#王一博香奈儿# Wyb#王一博香奈儿品牌形象大使#
@UNIQ-王一博 💚超like互💚
王一博你像太阳一般耀眼，散发出无限的光芒，借着你的光，我看到了不一样的世界。愿你所有的努力都能被看到、被认可，愿奔你的是无尽的温柔与浪漫。 ​​​",0,2,5,邴栈友311290, 中国香港,7
54688,2024-03-01,"到底是谁从2/29按摩按到3月啊
（图文无关但是非常“饱满”的过年月 ​​​",0,2,5,611啊, 中国香港,7
55329,2024-03-01,"#金钟云[超话]##艺声[超话]##艺术声带金钟云# 
20240109 Unfading Sense Manila
《非你不可》
合唱指路👉🏻01:50
想你的每一天[泪][汪洋海蓝比心] http://t.cn/A6YHXMst ​​​",0,7,0,暝望, 中国香港,7
55326,2024-03-01,"#张凌赫#[鲜花]#张凌赫开始推理吧# 

自修
🖤
来自：MAMORU ​",1,1,5,简梦瑶04_翻我今年发财版, 中国香港,7
55348,2024-03-01,"121027｜第29届全国男女短道速滑锦标赛
-
🔖3000米FA  4道蓝帽
林孝埈  4:58.953  第1名[哇]

诚邀大家看看从4分30秒开始的外道连续超越拉爆所有人一骑绝尘，林孝埈小朋友🐮我已经说累了[抓狂]

http://t.cn/A6YlFqhH http://t.cn/A6YHX9Ch ​​​",1,4,2,-Bifrost-, 中国香港,7
28065,2024-03-01,2月 끝 ​​​,0,7,0,back2yu31, 中国香港,7
85173,2024-03-01,#肖战[超话]# #肖战米兰时装周# 我宁愿所有痛苦都留在心里，也不愿忘记你的眼睛，给我再去相信的勇气，越过谎言去拥抱你 #肖战# ​​​,0,1,6,神偷小浣熊, 中国香港,7
20575,2024-03-01,#王鹤棣[超话]# 🆔王鹤棣，我在黄昏上写一封书信，载着日落的余晖和银河的浪漫，寄给你，寄给温柔本身。@王鹤棣_Dylan｜ ​,0,1,6,Hkitty184we, 中国香港,7
16030,2024-03-01,#张元英[超话]# 深夜福利 庆祝乱纪坐稳五颜一五女一的 抽2人喝奶茶8r 带#张元英miumiu巴黎时装周##张元英女五一# 评论[羞嗒嗒] 转发帖子参与 ​ http://t.cn/A6YHXYlM ​,2,2,3,一串炸洋芋na, 中国香港,7
17238,2024-03-01,鲤鱼跃龙门[锦鲤附体] ​​​,0,4,3,睡15个小时, 中国香港,7
143583,2024-03-30,goodnight HK😋🤳❤️  ​​​,0,6,1,Vai-dvie, 中国香港,7
43516,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周##刘雨昕DIOR迪奥巴黎时装周##迪奥品牌大使刘雨昕##刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀# 
 自🍎! ❌回啊!!! 
 唱跳俱佳刘雨昕 
六便士很多，月亮只有一个 🎶
 街舞版樱桃小丸子 http://t.cn/A6SyU0TJ 
刘雨昕@刘雨昕 ​​​",2,0,5,心疼你呀X, 中国香港,7
83121,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周#｜#刘雨昕DIOR迪奥巴黎时装周#｜#迪奥品牌大使刘雨昕#｜#迪奥二零二四秋冬成衣秀#｜#巴黎时装周#｜#刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀#  
 自己玩的呀~不互的啦 
 华语数字音乐销量TOP1️⃣女歌手刘雨昕 
希望春风能对你温柔点，拂去烦躁，满目皆 ​​​",2,0,5,mm是幽靈mm, 中国香港,7
28824,2024-03-31,"240331 Jay wvs

🫰 ​​​",0,7,0,blueicesh, 中国香港,7
43843,2024-03-01,omg三月也来得太快了 我的生日月来咯 ​​​,0,0,7,亲一口米粒小丸, 中国香港,7
153207,2024-03-30,今天又活了一天！西贡真是人间仙境啊，海水清澈透明，还能看见小虾小螃蟹，玩累了还能在垫子上睡一小会儿🏖️  ​​​,0,2,5,神乐爱吃醋昆布阿鲁, 中国香港,7
77677,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周##刘雨昕DIOR迪奥巴黎时装周##迪奥品牌大使刘雨昕##刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀# 
 自己玩的呀~不互的啦 
 正能量歌手刘雨昕 
六便士很多，月亮只有一个 🌹
Hot Party 仙那度广州站 cr. 暮色｜刘雨昕  http://t.cn/A6018R1X
刘雨昕@刘雨昕 ​​​",2,0,5,永琪即食麵, 中国香港,7
89023,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周#｜#刘雨昕DIOR迪奥巴黎时装周#｜#迪奥品牌大使刘雨昕#｜#迪奥二零二四秋冬成衣秀#｜#巴黎时装周#｜#刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀#  
 自我發瘋專用的，不用hui的呀! 
 正能量歌手刘雨昕 
希望你不要忘了，奋斗这个过程，本来就是快乐的。 ? ​​​",2,0,5,44wk44, 中国香港,7
382,2024-03-01,第一天自由练习结束🤝  让我们把注意力放到周五。 #2024F1巴林大奖赛# ​,0,6,1,阿斯顿马丁沙特阿美F1车队, 中国香港,7
30845,2024-03-30,我的亲亲老公们 오랜만에🫧  ​​​,0,5,2,当当dddaily, 中国香港,7
92756,2024-03-01,"来玩玩找不同

#林一别对我动心#  ❤️ #林一顾寻# 
林一别对我动心‖林一顾寻 ​​​",0,3,4,宇峋, 中国香港,7
61791,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周#｜#刘雨昕DIOR迪奥巴黎时装周#｜#迪奥品牌大使刘雨昕#｜#迪奥二零二四秋冬成衣秀#｜#巴黎时装周#｜#刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀#  
 自言自語ing，不用理我 
 全能唱跳歌手刘雨昕 
未来，一起逆风起飞吧。 🎶
 心跳的证明 cr.猫酩  ​​​",2,0,5,美Mei玉玉, 中国香港,7
93393,2024-03-01,#王一博[超话]#在我心中你永远是最棒的！💚💚#王一博巴黎时装周##王一博##青年演员王一博# @UNIQ-王一博 ​​​,1,0,6,喜喜-199004, 中国香港,7
99432,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周##刘雨昕DIOR迪奥巴黎时装周##迪奥品牌大使刘雨昕##刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀# 
 自己玩的呀~不互的啦 
 全能唱跳歌手刘雨昕 
希望你不要忘了，奋斗这个过程，本来就是快乐的。 🎶
 随心去走走 河南春晚 http://t.cn/A6YZS7Ho ​​​ 
 ​​​",2,0,5,Eric的家, 中国香港,7
99433,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周##刘雨昕DIOR迪奥巴黎时装周##迪奥品牌大使刘雨昕##刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀# 
 自己玩的呀~不互的啦 
 暖萌可爱刘雨昕 
 不要屈從俗世眼光，否則連本身自然擁有的優點優勢都會消失，變得平庸不堪。 🌧
 微笑可爱混剪 cr.一寸两方_Wx  ​​​",2,0,5,yinyin422, 中国香港,7
67687,2024-03-30,#看云[超话]##李云迪# 在瑞士坐火車座位有你的名字 show 出來的，😮 ​​​,0,7,0,天天想著雲, 中国香港,7
11640,2024-03-01,"#肖战[超话]##肖战藏海# xz#肖战gucci品牌代言人# 
互🐰
肖战！（小狗叫）（向肖战跑来）（被其他小狗阻拦）（撞开其他小狗）（跳到肖战怀里）（小狗叫）（被肖战摸摸头） ​​​",0,0,7,时影的狗, 中国香港,7
89378,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周#｜#刘雨昕DIOR迪奥巴黎时装周#｜#迪奥品牌大使刘雨昕#｜#迪奥二零二四秋冬成衣秀#｜#巴黎时装周#｜#刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀#  
 自己玩的呀~不互的啦 
 全能唱跳歌手刘雨昕 
惊喜一直在路上，没有什么是不可能的，心有多大，未来就有多 ​​​",2,0,5,永琪yinyinX, 中国香港,7
99275,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周#｜#刘雨昕DIOR迪奥巴黎时装周#｜#迪奥品牌大使刘雨昕#｜#迪奥二零二四秋冬成衣秀#｜#巴黎时装周#｜#刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀#  
 自己玩的呀~不互的啦 
 内娱第一唱跳女歌手刘雨昕 
未来，一起逆风起飞吧。 💙
 随心去走走 河南春晚  ​​​",2,0,5,YWK112022, 中国香港,7
89537,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周##刘雨昕DIOR迪奥巴黎时装周##迪奥品牌大使刘雨昕##刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀# 
 自我發瘋專用的，不用hui的呀! 
 全能唱跳歌手刘雨昕 
惊喜一直在路上，没有什么是不可能的，心有多大，未来就有多少可能。 🌧
 高燃唱跳混剪 cr.恨不造 ​​​",2,0,5,呀BB姐姐, 中国香港,7
89592,2024-03-01,"#刘雨昕[超话]#🌧 #刘雨昕巴黎时装周##刘雨昕DIOR迪奥巴黎时装周##迪奥品牌大使刘雨昕##刘雨昕##DIOR全球公关总监接待刘雨昕# ｜#DIOR大秀# 
 自我發瘋專用的，不用hui的呀! 
 刘雨昕新生代中坚力量 
六便士很多，月亮只有一个 ✨
 舞台视觉冲击 cr.恨不造其微 http://t.cn/A69r57Ws 
刘雨昕@刘雨昕 ​​​",2,0,5,留L下來吧, 中国香港,7
32094,2024-03-30,"#花亦山心之月[超话]# 
开服玩家
不带脑看剧情
吵架完全状况外
打败99.9 ％同砚[doge] ​​​",0,6,1,杳时见花, 中国香港,7
77440,2024-03-01,打个气吧3月[爱你] ​​​,0,2,4,Ronronnerr_, 中国香港,6
28731,2024-03-01,好喜欢今年冷藏库不知道pog给谁就投给中单 大中单应得的（第二是打野） ​​​,0,0,6,和去年夏天不同的路易波士茶, 中国香港,6
56279,2024-03-01,可能完美复刻2023五月份进(*^^*) ​​​,0,1,5,V_BRISE, 中国香港,6
26656,2024-03-31,分享图片 ​​​,0,2,4,噗噗在不在, 中国香港,6
15028,2024-03-01,#白鹿[超话]#🦌#安慕希品牌代言人白鹿#🦌#安慕希白鹿变身活力美人鱼#  演员@白鹿my 为人乐观 她的笑能带来无限正面的力量 充满温暖的光芒，如冬日暖阳一样 给旁人传递暖暖的幸福感 ​,1,2,3,Emma_LoveBmy, 中国香港,6
3013,2024-03-01,first meet two years ago and i love u ​​​,1,2,3,whitenoiseclub, 中国香港,6
30657,2024-03-30,[笑cry]笑死我了,0,2,4,Tse_Kaka_節衣縮食ver, 中国香港,6
66877,2024-03-30,不是岀就別釣魚啊[黑線] ​​​,0,0,6,IS_KAYIN, 中国香港,6
73307,2024-03-30,心情是这首歌不好播全是我的错 ​​​,0,2,4,medsforme, 中国香港,6
12648,2024-03-01,#成毅王权富贵#cy#成毅狐妖小红娘王权篇#  只要你保持微笑 生活就会向你微笑@成毅  成毅南风知我意｜傅云深｜狐妖小红娘王权篇｜王权富贵｜莲花楼｜李莲花｜李相夷@成毅 ​,0,1,5,l淇了怪了, 中国香港,6
14747,2024-03-01,#每日一善# 🧊 #阳光信用#  永远都要活给自己看，而且笑容特别灿烂，别在乎别人的指指点点，做好自己，让看不起你的人高攀不起，让懂得欣赏你的人更喜欢你。你的未来藏在你现在的努力里。 ​,0,1,5,成韩彬_ForestHanBintat, 中国香港,6
55214,2024-03-01,#taynew[超话]#  如果「梦」字化成人形 大概就长这个样子 [老师好]  cr : pao_ontopp http://t.cn/A6YHSK1W ​,1,5,0,老韩-AleoHan, 中国香港,6
37138,2024-03-01,#ohmnanon[超话]#  来到饼饼三月的生日月🌙 ​,0,5,1,OhmpiengNNN, 中国香港,6
88296,2024-03-01,这怪我吗！这怪我吗！这怪我吗！ ​​​,0,0,6,雪莉玫不吃小番茄, 中国香港,6
37542,2024-03-01,好可爱[哇],0,4,2,雪裳儿永远爱嘟宝, 中国香港,6
87211,2024-03-31,1721 ​​​,0,2,4,鲜橙满满小料加金丹, 中国香港,6
