,content,city,date,id,n_repost,n_comment,n_like,influency
3133,黄坤明同志在广东省高质量发展大会上的讲话实录（2024） http://t.cn/A6YaIa3J ​​,潮州市,2024-02-18,丘丘彼特,0,0,0.0,0.0
6193,《新春第一会！广东省高质量发展大会18日召开》有事搜一搜，没事看一看http://t.cn/A6YXgL5v ​​,潮州市,2024-02-18,作泥,0,0,0.0,0.0
4440,《#2024广东省高质量发展大会#》有事搜一搜，没事看一看http://t.cn/A6Yaz7Ye ​​,潮州市,2024-02-18,小燕烘焙,0,0,0.0,0.0
4273,<metacharset http://t.cn/A6Yanlbd ​​,潮州市,2024-02-18,俊俏明月,0,0,0.0,0.0
3137,"我分享了【#2024广东省高质量发展大会#】, 快来看吧！@小米浏览器 | http://t.cn/A6Ya7BdX ​​",潮州市,2024-02-18,慕桃月,0,0,0.0,0.0
9606,<metacharset http://t.cn/A6YoR14G ​​,潮州市,2024-02-20,迷彩小八路,0,0,0.0,0.0
3124,新春第一会！广东省高质量发展大会18日召开 http://t.cn/A6Ya7n3Y ​​,潮州市,2024-02-18,Nicolenil,0,0,0.0,0.0
10744,工作完立刻来看姥爷[奸笑][奸笑]我这颗潮州的心呀[呲牙][呲牙]兴阿、顺啊[威武][威武][威武][威武][威武]#潮州# ​​,潮州市,2024-02-24,皓R轩L,0,0,0.0,0.0
8664,广东省委、省政府在深圳召开全省高质量发展大会。广东新闻频道对大会进行全程电视直播 http://t.cn/A6YSuR6i ​​,潮州市,2024-02-19,用户7089927943,0,0,0.0,0.0
4481,"我分享了【新春第一会！广东省高质量发展大会18日召开】, 快来看吧！@小米浏览器 | http://t.cn/A6YXdquT#高质量发展广东站C位#、#读懂高质量发展就读懂了新广东# ​​",潮州市,2024-02-18,李尔聪,0,0,0.0,0.0
10119,黄坤明同志在广东省高质量发展大会上的讲话实录（2024） http://t.cn/A6YoRun0 ​​,潮州市,2024-02-20,迷彩小八路,0,0,0.0,0.0
11585,#排球少年[超话]# 出一只小太阳万代娃 补款直接填你地址 ​​,潮州市,2024-02-25,青椒烤留心挞c,0,0,0.0,0.0
8284,黄坤明同志在广东省高质量发展大会上的讲话实录（2024） http://t.cn/A6YSASPm ​​,潮州市,2024-02-19,不会系鞋带123,0,0,0.0,0.0
14846,#刘耀文周边中转站[超话]#出一张早期的拍立得，自己拍的图，买断[全力以赴] ​   ​​  深圳·珠光创新科技园,潮州市,2024-02-27,狗狗追书神器,0,0,0.0,0.0
13994,回复@BERSDAY:#Amber实体专辑官宣# ☁️你之所以会看到星星一闪一闪，是因为你长得太漂亮，外星人在偷拍你时忘记了关闪光灯 @刘逸云Amber//@BERSDAY:#Amber实体专辑官宣# ☁️世界的温柔，是晚来的善意和干净的你 @刘逸云Amber,潮州市,2024-02-26,BERSDAY,0,0,0.0,0.0
8120,黄坤明同志在广东省高质量发展大会上的讲话实录（2024） http://t.cn/A6YSinMh ​​,潮州市,2024-02-19,CW22150,0,0,0.0,0.0
30109,"#深圳租房信息[超话]# 翻身地铁站500米，精装大两房一厅，电梯高层，采光无遮挡4780🈷️ <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 深圳·翻身(地铁站) http://t.cn/A6YTej0s ​​",潮州市,2024-02-29,公寓小王子13265750315,0,0,0.0,0.0
13370,"小公园（二） <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 汕头·汕头市小公园 ​​",潮州市,2024-02-26,云溪深处魂不归,0,0,0.0,0.0
7657,"我分享了【#开年第一弹智造业强省#】, 快来看吧！ | http://t.cn/A6YS2yWL ​​",潮州市,2024-02-19,用户7900633282,0,0,0.0,0.0
22609,认真的啊一分钟这么多 ​​,潮州市,2024-02-28,咖喱_Park,0,0,0.0,0.0
